Name,Revision,Size,Date,TAG
GeneratedCode/Scade/SetAndGetDbInt_HUDManager.c,39722,1619,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetAndGetDbInt_HUDManager.h,39722,1294,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetEpcOutData_EPCManager.c,39722,1770,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetEpcOutData_EPCManager.h,39722,2446,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetOhuOutData_OHUManager.c,39722,12453,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetOhuOutData_OHUManager.h,39722,5293,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetSvioOutData_SVIOManager.c,39722,4851,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetSvioOutData_SVIOManager.h,39722,2322,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetSvsOutData_SVSManager.c,39722,9050,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetSvsOutData_SVSManager.h,39722,3986,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetVideoChannelsState_VIDEOManager.c,39722,2540,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetVideoChannelsState_VIDEOManager.h,39722,1785,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetVideoOutData_VIDEOManager.c,39722,3013,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetVideoOutData_VIDEOManager.h,39722,2307,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetXvsMode_HUDManager_VideoLogic.c,39722,9776,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SetXvsMode_HUDManager_VideoLogic.h,39722,3828,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SplitInt16ToUint8_OHUManager.c,39722,1881,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SplitInt16ToUint8_OHUManager.h,39722,1610,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SplitInt32To16_Util.c,39722,1486,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SplitInt32To16_Util.h,39722,1418,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SplitUint16ToUint8_OHUManager.c,39722,1943,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SplitUint16ToUint8_OHUManager.h,39722,1640,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SplitUint32ToUint8_OHUManager.c,39722,2562,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SplitUint32ToUint8_OHUManager.h,39722,1764,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/StickDoPeriodic_STICKManager.c,39722,1984,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/StickDoPeriodic_STICKManager.h,39722,2766,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SvioDoPeriodic_SVIOManager.c,39722,2853,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SvioDoPeriodic_SVIOManager.h,39722,2026,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SvsDoPeriodic_SVSManager.c,39722,2880,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/SvsDoPeriodic_SVSManager.h,39722,3374,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/TimedFlagStatusChange_Filters.c,39722,2188,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/TimedFlagStatusChange_Filters.h,39722,2664,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/VectMatProd_vect_real_3_3.c,39722,1445,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/VectMatProd_vect_real_3_3.h,39722,1395,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WashOutFilter2_Filters.c,39722,3614,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WashOutFilter2_Filters.h,39722,3398,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteA429DataToDb_BasicIO_A429_1.c,39722,1713,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteA429DataToDb_BasicIO_A429_1.h,39722,1594,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteA429DataToDb_BasicIO_A429_19.c,39722,1783,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteA429DataToDb_BasicIO_A429_19.h,39722,1599,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteA429DataToDb_BasicIO_A429_5.c,39722,1779,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteA429DataToDb_BasicIO_A429_5.h,39722,1594,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteA429DataToDb_BasicIO_A429_65.c,39722,1783,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteA429DataToDb_BasicIO_A429_65.h,39722,1599,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteEvsA429LabelsOut_EVSManager.c,39722,12587,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteEvsA429LabelsOut_EVSManager.h,39722,5967,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteHudLogicToDatabase_HUDManager_HudOutputManager.c,39722,12726,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteHudLogicToDatabase_HUDManager_HudOutputManager.h,39722,6765,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteMauA429DataToDbIteration_MAU.c,39722,7813,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteMauA429DataToDbIteration_MAU.h,39722,6113,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteMauA429DataToDb_MAU_192.c,39722,4039,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteMauA429DataToDb_MAU_192.h,39722,4516,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteMauA429DataToDb_MAU_201.c,39722,4039,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteMauA429DataToDb_MAU_201.h,39722,4516,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteMauA429LabelsOut_MAUManager.c,39722,41867,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteMauA429LabelsOut_MAUManager.h,39722,15020,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteSpecificDataToDB_MAUManager.c,39722,11180,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/WriteSpecificDataToDB_MAUManager.h,39722,3188,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/count_down_digital.c,39722,1545,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/count_down_digital.h,39722,2203,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/kcg.log,39722,5972,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/kcg_consts.c,39722,2518706,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/kcg_consts.h,39722,243908,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/kcg_files.txt,39722,22818,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/kcg_imported_functions.h,39722,57541,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/kcg_metrics.txt,39722,1648,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/kcg_sensors.h,39722,3430,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/kcg_trace.xml,39722,2961687,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/kcg_types.c,39722,323787,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/kcg_types.h,39722,399834,08/03/2017 14:29:20,TRUNK
GeneratedCode/Scade/kcg_xml_filter_out.scade,39722,5924532,08/03/2017 14:29:20,TRUNK
HUDManager/DataPrepareManager/ScadeModels/PrepareHudLogicData.ann,37446,6098,20/11/2016 12:45:02,3681A02-08
HUDManager/DataPrepareManager/ScadeModels/PrepareHudLogicData.xscade,37446,107097,20/11/2016 12:45:02,3681A02-08
HUDManager/DataPrepareManager/ScadeModels/PrepareHudOutData.ann,39660,5225,05/03/2017 10:42:27,TRUNK
HUDManager/DataPrepareManager/ScadeModels/PrepareHudOutData.xscade,39660,713909,05/03/2017 10:42:27,TRUNK
HUDManager/EvsLogicManager/ScadeModels/CalculateEvsRoi.ann,38119,2704,18/12/2016 15:46:53,3681A02-10
HUDManager/EvsLogicManager/ScadeModels/CalculateEvsRoi.xscade,38124,50715,19/12/2016 07:53:21,3681A02-10
HUDManager/EvsLogicManager/ScadeModels/EvsLogicManager.xscade,38119,2591,18/12/2016 15:46:53,3681A02-10
HUDManager/FailuresManager/ScadeModels/FailuresManager.xscade,37858,14319753,07/12/2016 17:15:07,3681A02-09
HUDManager/FlightManager/ScadeModels/CalculateSpeedLimitScale.ann,38348,4079,03/01/2017 11:17:11,3681A02-10
HUDManager/FlightManager/ScadeModels/CalculateSpeedLimitScale.xscade,39558,199459,26/02/2017 11:17:21,TRUNK
HUDManager/FlightManager/ScadeModels/DoHudGeneralLogic.ann,38348,2559,03/01/2017 11:17:11,3681A02-10
HUDManager/FlightManager/ScadeModels/DoHudGeneralLogic.xscade,39558,103733,26/02/2017 11:17:21,TRUNK
HUDManager/GlobalBrightnessManager/ScadeModels/AlsConversionFuncAutoMode.ann,38636,1581,19/01/2017 06:46:25,3681A02-12
HUDManager/GlobalBrightnessManager/ScadeModels/AlsConversionFuncAutoMode.xscade,38636,99013,19/01/2017 06:46:25,3681A02-12
HUDManager/GlobalBrightnessManager/ScadeModels/AlsConversionFuncHighZone.xscade,38636,24747,19/01/2017 06:46:25,3681A02-12
HUDManager/GlobalBrightnessManager/ScadeModels/AlsConversionFuncLowZone.ann,38551,139,17/01/2017 10:58:55,3681A02-11
HUDManager/GlobalBrightnessManager/ScadeModels/AlsConversionFuncLowZone.xscade,38636,24741,19/01/2017 06:46:25,3681A02-12
HUDManager/GlobalBrightnessManager/ScadeModels/AlsConversionFuncManualMode.ann,38551,1280,17/01/2017 10:58:55,3681A02-11
HUDManager/GlobalBrightnessManager/ScadeModels/AlsConversionFuncManualMode.xscade,38636,43520,19/01/2017 06:46:25,3681A02-12
HUDManager/GlobalBrightnessManager/ScadeModels/AlsToOhuCmd.ann,38551,1424,17/01/2017 10:58:55,3681A02-11
HUDManager/GlobalBrightnessManager/ScadeModels/AlsToOhuCmd.xscade,38636,21875,19/01/2017 06:46:25,3681A02-12
HUDManager/GlobalBrightnessManager/ScadeModels/CheckFLSData.ann,38551,2016,17/01/2017 10:58:55,3681A02-11
HUDManager/GlobalBrightnessManager/ScadeModels/CheckFLSData.xscade,38551,30031,17/01/2017 10:58:55,3681A02-11
HUDManager/GlobalBrightnessManager/ScadeModels/CheckOhuRange.ann,38551,1287,17/01/2017 10:58:55,3681A02-11
HUDManager/GlobalBrightnessManager/ScadeModels/CheckOhuRange.xscade,38551,12524,17/01/2017 10:58:55,3681A02-11
HUDManager/GlobalBrightnessManager/ScadeModels/DefineAParamHighZone.xscade,38551,31216,17/01/2017 10:58:55,3681A02-11
HUDManager/GlobalBrightnessManager/ScadeModels/DefineAParamLowZone.xscade,38551,31311,17/01/2017 10:58:55,3681A02-11
HUDManager/GlobalBrightnessManager/ScadeModels/DetermineGlobalBrightness.ann,38551,4317,17/01/2017 10:58:55,3681A02-11
HUDManager/GlobalBrightnessManager/ScadeModels/DetermineGlobalBrightness.xscade,38636,113602,19/01/2017 06:46:25,3681A02-12
HUDManager/GlobalBrightnessManager/ScadeModels/GlobalBrightnessManager.xscade,38636,25964,19/01/2017 06:46:25,3681A02-12
HUDManager/GlobalBrightnessManager/ScadeModels/OffsetUpdate.ann,38551,1251,17/01/2017 10:58:55,3681A02-11
HUDManager/GlobalBrightnessManager/ScadeModels/OffsetUpdate.xscade,38636,47785,19/01/2017 06:46:25,3681A02-12
HUDManager/HudLogicManager/ScadeModels/CalculateHudConfirm.ann,37446,1877,20/11/2016 12:45:02,3681A02-08
HUDManager/HudLogicManager/ScadeModels/CalculateHudConfirm.xscade,37458,36436,21/11/2016 12:40:24,3681A02-08
HUDManager/HudLogicManager/ScadeModels/DoHudGeneralLogic.ann,38348,2635,03/01/2017 11:17:11,3681A02-10
HUDManager/HudLogicManager/ScadeModels/DoHudGeneralLogic.xscade,38348,67183,03/01/2017 11:17:11,3681A02-10
HUDManager/HudLogicManager/ScadeModels/DoHudLogic.xscade,38119,187919,18/12/2016 15:46:53,3681A02-10
HUDManager/HudOutputManager/ScadeModels/DoHudEvsOutput.xscade,38119,48339,18/12/2016 15:46:53,3681A02-10
HUDManager/HudOutputManager/ScadeModels/DoHudMauOutput.xscade,38557,427443,17/01/2017 15:38:54,3681A02-11
HUDManager/HudOutputManager/ScadeModels/DoHudVideoOutput.xscade,39021,44038,07/02/2017 06:49:53,3681A02-13
HUDManager/ScadeModels/HUDManager.xscade,39660,223919,05/03/2017 10:42:27,TRUNK
HUDManager/ScadeModels/SetAndGetDbBool.xscade,38554,9637,17/01/2017 14:06:05,3681A02-11
HUDManager/ScadeModels/SetAndGetDbFloat.xscade,38554,9571,17/01/2017 14:06:05,3681A02-11
HUDManager/ScadeModels/SetAndGetDbInt.xscade,38554,9657,17/01/2017 14:06:05,3681A02-11
HUDManager/StatesModesManager/ScadeModels/DoExtendedInitialization.xscade,38348,192815,03/01/2017 11:17:11,3681A02-10
HUDManager/StatesModesManager/ScadeModels/DoInitialization.xscade,38348,356048,03/01/2017 11:17:11,3681A02-10
HUDManager/StatesModesManager/ScadeModels/DoMaintenanceAlignEvs.ann,38333,4319,28/12/2016 13:18:02,3681A02-10
HUDManager/StatesModesManager/ScadeModels/DoMaintenanceAlignEvs.xscade,38551,278415,17/01/2017 10:58:55,3681A02-11
HUDManager/StatesModesManager/ScadeModels/DoMaintenanceAlignHud.xscade,38551,244939,17/01/2017 10:58:55,3681A02-11
HUDManager/StatesModesManager/ScadeModels/DoMaintenanceLoader.xscade,38333,123553,28/12/2016 13:18:02,3681A02-10
HUDManager/StatesModesManager/ScadeModels/DoNormal.ann,38348,5818,03/01/2017 11:17:11,3681A02-10
HUDManager/StatesModesManager/ScadeModels/DoNormal.xscade,38551,355233,17/01/2017 10:58:55,3681A02-11
HUDManager/StatesModesManager/ScadeModels/DoOperationalState.xscade,38348,117832,03/01/2017 11:17:11,3681A02-10
HUDManager/StatesModesManager/ScadeModels/DoSTBY.ann,38348,5283,03/01/2017 11:17:11,3681A02-10
HUDManager/StatesModesManager/ScadeModels/DoSTBY.xscade,38348,280746,03/01/2017 11:17:11,3681A02-10
HUDManager/StatesModesManager/ScadeModels/StatesModesManager.xscade,38119,43463,18/12/2016 15:46:53,3681A02-10
HUDManager/SvsLogicManager/ScadeModels/DetermineSvsLayersVisibility.ann,39882,6092,14/03/2017 20:22:03,TRUNK
HUDManager/SvsLogicManager/ScadeModels/DetermineSvsLayersVisibility.xscade,39882,199373,14/03/2017 20:22:03,TRUNK
HUDManager/TestsManager/ScadeModels/PerformSr2MonitoringScrubTest.xscade,39528,49195,23/02/2017 13:10:53,TRUNK
HUDManager/VideoLogic/ScadeModels/DoVideoLogic.ann,38966,2195,01/02/2017 10:45:28,3681A02-13
HUDManager/VideoLogic/ScadeModels/DoVideoLogic.xscade,38966,104562,01/02/2017 10:45:28,3681A02-13
HUDManager/hudDataBase.c,39660,230695,05/03/2017 10:42:27,TRUNK
HUDManager/hudManager.c,38637,35363,19/01/2017 06:50:20,3681A02-12
HUDManager/hudVersionManager.h,39722,2506,08/03/2017 14:29:20,TRUNK
LDRA/qr_h_excludes.dat,40058,5742,22/03/2017 11:38:41,TRUNK
LDRA/sysearch.dat,39562,12016,26/02/2017 13:07:24,TRUNK
LDRA/sysppvar.dat,40058,41394,22/03/2017 11:38:41,TRUNK
MAUManager/ScadeModels/CalculateMauPrimaryData.ann,39841,11511,12/03/2017 14:51:26,TRUNK
MAUManager/ScadeModels/CalculateMauPrimaryData.xscade,39841,37321,12/03/2017 14:51:26,TRUNK
MAUManager/ScadeModels/F2000.xscade,39697,702940,07/03/2017 16:44:01,TRUNK
MAUManager/ScadeModels/F5X.xscade,39697,702094,07/03/2017 16:44:01,TRUNK
MAUManager/ScadeModels/F7X.xscade,39697,729480,07/03/2017 16:44:01,TRUNK
MAUManager/ScadeModels/F900.xscade,39697,702499,07/03/2017 16:44:01,TRUNK
MAUManager/ScadeModels/MAUManager.xscade,38557,674329,17/01/2017 15:38:54,3681A02-11
MAUManager/ScadeModels/WriteMauA429LabelsOut.ann,38648,23191,19/01/2017 11:27:28,3681A02-12
MAUManager/ScadeModels/WriteMauA429LabelsOut.xscade,38648,914686,19/01/2017 11:27:28,3681A02-12
MAUManager/mauA429ParserConfig.c,39697,91023,07/03/2017 16:44:01,TRUNK
MAUManager/mauDataHandler.c,40058,6212,22/03/2017 11:38:41,TRUNK
MAUManager/mauDataHandler.h,39697,3639,07/03/2017 16:44:01,TRUNK
OFP_SR1.err,39660,492,05/03/2017 10:42:27,TRUNK
OFP_SR1.etp,38639,145263,19/01/2017 07:08:09,3681A02-12
OFP_SR1.htm,39660,6059,05/03/2017 10:42:27,TRUNK
OFP_SR1.rtf,39722,9693474,08/03/2017 14:29:20,TRUNK
OHUManager/ScadeModels/CalculateAlsValidity.xscade,38551,69720,17/01/2017 10:58:55,3681A02-11
OHUManager/ScadeModels/HandleOhuData.ann,38551,6497,17/01/2017 10:58:55,3681A02-11
OHUManager/ScadeModels/HandleOhuData.xscade,38551,564436,17/01/2017 10:58:55,3681A02-11
OHUManager/ScadeModels/OHUManager.xscade,38552,144574,17/01/2017 11:38:06,3681A02-11
OHUManager/ScadeModels/SetOhu818OutData.xscade,37364,1417,17/11/2016 06:32:34,3681A02-08
OHUManager/ScadeModels/SetOhuOutData.ann,38966,6081,01/02/2017 10:45:28,3681A02-13
OHUManager/ScadeModels/SetOhuOutData.xscade,38966,187202,01/02/2017 10:45:28,3681A02-13
OHUManager/ohuScadeAdaptor.c,37364,3697,17/11/2016 06:32:34,3681A02-08
ProjectMake/Makefile.OFP_SR1,37364,9827,17/11/2016 06:32:34,3681A02-08
ProjectMake/OFP_SR1.xml,38551,8153,17/01/2017 10:58:55,3681A02-11
SCADE_GENERATOR_AND_REPORTER.bat,38377,65,08/01/2017 12:47:47,3681A02-10
SCADE_KCG_OFP_SR1.bat,37889,3537,08/12/2016 14:41:23,3681A02-09
SR2Manager/ScadeModels/PrepareOutData.ann,39660,6208,05/03/2017 10:42:27,TRUNK
SR2Manager/ScadeModels/PrepareOutData.xscade,39660,600218,05/03/2017 10:42:27,TRUNK
SR2Manager/ScadeModels/SR2DoPeriodic.ann,38966,3003,01/02/2017 10:45:28,3681A02-13
SR2Manager/ScadeModels/SR2DoPeriodic.xscade,38966,111192,01/02/2017 10:45:28,3681A02-13
SVSManager/ScadeModels/SVSManager.xscade,37133,199784,07/11/2016 13:29:01,3681A02-07
SVSManager/ScadeModels/SetSvsOutData.ann,37157,5436,08/11/2016 11:30:59,3681A02-07
SVSManager/ScadeModels/SetSvsOutData.xscade,37157,197733,08/11/2016 11:30:59,3681A02-07
VideoManager/ScadeModels/HandleVideoData.ann,38966,2333,01/02/2017 10:45:28,3681A02-13
VideoManager/ScadeModels/HandleVideoData.xscade,38966,23918,01/02/2017 10:45:28,3681A02-13
VideoManager/ScadeModels/SetVideoChannelsState.ann,38993,1961,06/02/2017 11:32:04,3681A02-13
VideoManager/ScadeModels/SetVideoChannelsState.xscade,38993,35072,06/02/2017 11:32:04,3681A02-13
VideoManager/ScadeModels/SetVideoOutData.ann,38993,3148,06/02/2017 11:32:04,3681A02-13
VideoManager/ScadeModels/SetVideoOutData.xscade,38993,50252,06/02/2017 11:32:04,3681A02-13
VideoManager/ScadeModels/VIDEOManager.xscade,38993,367455,06/02/2017 11:32:04,3681A02-13
kcg.log,38119,4603,18/12/2016 15:46:53,3681A02-10
scadeGenerationReport.txt,38307,14879,26/12/2016 14:03:03,3681A02-10
